Customer_ID,Age,Gender,Location,Annual_Income,Browsing_Time_per_Week_Hours,Purchase_Frequency_Per_Month,Impact_of_Dynamic_Pricing_on_Purchase,Perception_of_Amazon_Revenue_Growth_due_to_Dynamic_Pricing,Perception_of_Competition_in_Amazon_Marketplace,Likely_to_Recommend_Amazon_Based_on_Pricing
1500,44,Female,Australia,46922,24.37,19,High Impact,Significant Growth,No Change,Likely
1501,44,Other,Asia,184055,29.62,10,Low Impact,Significant Growth,Decreased Competition,Highly Likely
1502,55,Other,North America,94024,5.98,12,Low Impact,Moderate Growth,No Change,Unlikely
1503,30,Other,Australia,175143,7.23,8,High Impact,No Growth,No Change,Likely
1504,19,Other,Asia,151610,15.54,10,High Impact,Significant Growth,Increased Competition,Unlikely
1505,19,Other,Asia,39293,2.57,9,Moderate Impact,Moderate Growth,Increased Competition,Unlikely
1506,24,Other,North America,58870,23.14,4,Moderate Impact,No Growth,No Change,Highly Likely
1507,47,Male,Europe,181169,29.53,11,Low Impact,Moderate Growth,Decreased Competition,Unlikely
1508,61,Female,North America,175032,4.33,14,No Impact,Moderate Growth,Decreased Competition,Highly Unlikely
1509,25,Female,North America,49027,24.9,12,Low Impact,Moderate Growth,Decreased Competition,Highly Unlikely
1510,62,Other,South America,28725,24.22,16,Low Impact,No Growth,Increased Competition,Highly Likely
1511,29,Male,Europe,36098,10.5,6,Low Impact,Negative Impact,No Change,Highly Likely
1512,37,Male,Europe,82221,12.17,14,No Impact,Significant Growth,Increased Competition,Unlikely
1513,24,Male,North America,36945,22.35,11,Low Impact,Negative Impact,No Change,Highly Likely
1514,38,Male,Europe,87252,4.5,17,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
1515,22,Female,Asia,180801,27.85,5,Low Impact,Moderate Growth,Decreased Competition,Likely
1516,45,Male,Europe,116274,13.73,15,Low Impact,Significant Growth,Increased Competition,Unlikely
1517,34,Other,Asia,96241,20.1,2,Moderate Impact,Moderate Growth,Increased Competition,Unlikely
1518,38,Female,South America,60475,24.16,17,High Impact,Negative Impact,Decreased Competition,Likely
1519,32,Female,Australia,56216,8.83,15,Moderate Impact,Negative Impact,Increased Competition,Unlikely
1520,43,Other,South America,114066,2.82,3,Moderate Impact,Negative Impact,Increased Competition,Highly Unlikely
1521,62,Male,South America,46836,21.98,9,Low Impact,Negative Impact,No Change,Highly Likely
1522,38,Other,North America,38701,19.5,10,Low Impact,Significant Growth,No Change,Unlikely
1523,23,Other,Australia,156805,16.24,13,Moderate Impact,Significant Growth,Decreased Competition,Highly Likely
1524,35,Male,Australia,115745,23.41,1,Low Impact,Significant Growth,Decreased Competition,Highly Unlikely
1525,47,Male,North America,158480,13.06,5,High Impact,Negative Impact,Increased Competition,Unlikely
1526,40,Female,Asia,102808,9.75,0,Moderate Impact,No Growth,Increased Competition,Likely
1527,51,Female,South America,182902,14.29,9,No Impact,Moderate Growth,Decreased Competition,Unlikely
1528,48,Male,South America,154546,20.41,16,High Impact,Moderate Growth,Decreased Competition,Unlikely
1529,53,Female,North America,177829,26.48,2,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
1530,30,Male,South America,145972,2.47,7,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
1531,21,Male,Asia,126641,11.65,8,Low Impact,No Growth,No Change,Highly Likely
1532,36,Female,Europe,112948,16.69,6,No Impact,Moderate Growth,Increased Competition,Likely
1533,67,Female,Europe,65640,22.51,11,No Impact,Significant Growth,Decreased Competition,Unlikely
1534,38,Male,Australia,76922,28.8,3,High Impact,Moderate Growth,Decreased Competition,Unlikely
1535,25,Male,North America,122038,24.94,13,Moderate Impact,No Growth,Increased Competition,Likely
1536,30,Other,Europe,62812,23.78,2,Moderate Impact,Significant Growth,Increased Competition,Unlikely
1537,39,Female,South America,171163,15.39,0,Low Impact,No Growth,Decreased Competition,Highly Unlikely
1538,59,Male,Australia,128602,22.48,0,No Impact,Negative Impact,Increased Competition,Unlikely
1539,67,Other,Europe,56352,8.28,0,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
1540,54,Other,Australia,69562,5.52,4,Low Impact,Moderate Growth,No Change,Likely
1541,44,Other,Asia,189194,27.07,6,Moderate Impact,Significant Growth,Decreased Competition,Highly Likely
1542,60,Female,Asia,113185,12.96,13,No Impact,Significant Growth,Decreased Competition,Highly Likely
1543,23,Female,South America,56528,19.18,9,No Impact,Negative Impact,Decreased Competition,Likely
1544,21,Female,North America,44974,12.04,0,Low Impact,Significant Growth,Increased Competition,Likely
1545,37,Female,Australia,169790,19.2,14,Low Impact,Negative Impact,Increased Competition,Likely
1546,18,Other,North America,41610,22.75,10,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
1547,32,Female,North America,79140,10.6,5,No Impact,Moderate Growth,Decreased Competition,Highly Likely
1548,54,Male,Europe,123685,23.0,0,Moderate Impact,Negative Impact,No Change,Highly Likely
1549,34,Other,Asia,73910,13.13,5,Low Impact,Moderate Growth,Decreased Competition,Unlikely
1550,57,Female,Asia,111290,15.87,17,No Impact,Negative Impact,No Change,Unlikely
1551,45,Other,Asia,174503,6.51,14,Low Impact,Significant Growth,Decreased Competition,Likely
1552,42,Male,North America,79756,23.81,15,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
1553,54,Female,Australia,166079,21.26,3,Low Impact,Significant Growth,Increased Competition,Highly Likely
1554,37,Other,Australia,86071,28.31,15,Moderate Impact,No Growth,Decreased Competition,Likely
1555,37,Female,Europe,80387,9.47,13,No Impact,Moderate Growth,Increased Competition,Likely
1556,29,Male,South America,162969,1.19,4,No Impact,Negative Impact,Decreased Competition,Highly Likely
1557,36,Male,North America,113496,25.4,7,Moderate Impact,Moderate Growth,Decreased Competition,Likely
1558,38,Female,Asia,48749,21.31,8,High Impact,Moderate Growth,No Change,Highly Unlikely
1559,48,Other,North America,72945,20.43,2,Low Impact,No Growth,Increased Competition,Highly Unlikely
1560,38,Other,North America,98358,10.21,17,Moderate Impact,Negative Impact,No Change,Likely
1561,60,Male,Asia,145409,28.27,15,Low Impact,No Growth,Decreased Competition,Highly Likely
1562,20,Female,Australia,110052,29.82,19,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
1563,23,Female,Asia,30960,8.78,15,Low Impact,Negative Impact,No Change,Highly Unlikely
1564,48,Other,South America,189911,27.5,11,Moderate Impact,No Growth,Decreased Competition,Unlikely
1565,18,Male,South America,158297,25.87,11,Moderate Impact,Significant Growth,No Change,Likely
1566,32,Other,South America,134426,22.4,7,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
1567,61,Other,North America,159333,28.88,13,High Impact,Moderate Growth,No Change,Highly Unlikely
1568,34,Female,Asia,59750,8.84,8,Moderate Impact,No Growth,No Change,Likely
1569,28,Female,Australia,143998,4.58,3,Low Impact,Moderate Growth,No Change,Unlikely
1570,40,Other,Asia,93649,24.4,15,High Impact,Significant Growth,No Change,Highly Likely
1571,57,Other,Australia,89467,25.74,0,No Impact,Moderate Growth,No Change,Likely
1572,45,Other,South America,125939,19.17,10,High Impact,Negative Impact,Increased Competition,Highly Likely
1573,48,Female,Europe,103633,17.96,15,Moderate Impact,No Growth,Decreased Competition,Highly Likely
1574,67,Male,South America,174802,24.3,3,No Impact,Negative Impact,Increased Competition,Unlikely
1575,53,Female,Asia,151450,20.8,8,Low Impact,Significant Growth,Increased Competition,Highly Likely
1576,62,Male,Asia,89224,18.98,18,High Impact,Significant Growth,No Change,Highly Likely
1577,32,Female,Australia,34493,29.45,3,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
1578,29,Male,South America,58832,2.64,5,High Impact,Significant Growth,Decreased Competition,Unlikely
1579,50,Other,Australia,134879,8.43,13,Moderate Impact,Moderate Growth,Decreased Competition,Likely
1580,27,Other,Europe,113505,25.17,2,No Impact,Significant Growth,Decreased Competition,Likely
1581,60,Female,Australia,178537,1.43,6,Moderate Impact,Moderate Growth,Decreased Competition,Highly Unlikely
1582,21,Other,Asia,109877,1.92,16,High Impact,Negative Impact,No Change,Likely
1583,36,Female,Europe,60851,10.07,14,Moderate Impact,Significant Growth,No Change,Highly Unlikely
1584,67,Other,Australia,126426,27.67,17,High Impact,No Growth,Increased Competition,Likely
1585,65,Female,Europe,102046,25.32,10,Low Impact,Negative Impact,Increased Competition,Highly Likely
1586,47,Male,Europe,160219,6.82,6,Moderate Impact,No Growth,Decreased Competition,Highly Unlikely
1587,57,Male,North America,79556,21.67,15,No Impact,Negative Impact,Increased Competition,Unlikely
1588,26,Male,South America,193725,24.14,4,No Impact,Significant Growth,Decreased Competition,Likely
1589,53,Male,Europe,39870,26.91,15,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
1590,57,Female,Asia,102622,27.51,4,High Impact,Significant Growth,Decreased Competition,Likely
1591,66,Male,Australia,86933,7.13,18,High Impact,Negative Impact,Decreased Competition,Highly Unlikely
1592,38,Male,Australia,54908,26.38,0,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
1593,22,Female,Europe,152938,25.31,18,Low Impact,Moderate Growth,Decreased Competition,Highly Unlikely
1594,19,Other,Asia,173585,17.47,7,No Impact,Negative Impact,No Change,Highly Likely
1595,65,Female,North America,72784,22.12,6,High Impact,Significant Growth,Decreased Competition,Unlikely
1596,41,Other,North America,195019,21.38,9,High Impact,Moderate Growth,Decreased Competition,Unlikely
1597,44,Other,Europe,74822,7.34,12,High Impact,Significant Growth,Increased Competition,Highly Unlikely
1598,48,Female,South America,182086,29.93,17,High Impact,Significant Growth,No Change,Unlikely
1599,24,Other,Europe,102853,22.24,18,Moderate Impact,Negative Impact,No Change,Likely
1600,23,Other,Australia,135254,9.45,5,Low Impact,Negative Impact,Decreased Competition,Unlikely
1601,47,Other,Europe,53833,3.21,1,No Impact,Significant Growth,Decreased Competition,Highly Likely
1602,46,Male,Australia,51566,27.52,9,High Impact,Negative Impact,Increased Competition,Likely
1603,39,Male,Europe,176269,29.71,17,High Impact,Moderate Growth,Decreased Competition,Highly Likely
1604,25,Female,Europe,151985,10.45,16,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
1605,21,Other,South America,70744,19.19,4,No Impact,Moderate Growth,No Change,Highly Likely
1606,42,Other,Australia,88188,16.53,10,No Impact,No Growth,Decreased Competition,Highly Unlikely
1607,63,Other,Asia,178332,8.7,2,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
1608,28,Other,South America,103991,16.98,12,Low Impact,No Growth,No Change,Highly Unlikely
1609,48,Female,North America,104220,22.01,11,No Impact,Negative Impact,Decreased Competition,Unlikely
1610,43,Other,Europe,151126,9.98,18,High Impact,Moderate Growth,Decreased Competition,Unlikely
1611,58,Male,South America,85602,11.93,14,Low Impact,No Growth,Decreased Competition,Highly Unlikely
1612,42,Other,Australia,61987,23.09,7,No Impact,Moderate Growth,No Change,Highly Unlikely
1613,65,Female,Asia,114174,1.46,13,No Impact,Significant Growth,Increased Competition,Unlikely
1614,39,Other,South America,169491,26.93,9,Moderate Impact,No Growth,No Change,Likely
1615,23,Other,North America,41779,15.3,10,High Impact,No Growth,Increased Competition,Highly Unlikely
1616,46,Female,Europe,42544,27.48,9,High Impact,No Growth,Increased Competition,Unlikely
1617,43,Female,North America,197796,7.01,14,Low Impact,Significant Growth,Increased Competition,Likely
1618,54,Male,South America,27850,2.16,14,No Impact,Negative Impact,Increased Competition,Highly Unlikely
1619,66,Male,Australia,196268,26.09,10,High Impact,Moderate Growth,Decreased Competition,Unlikely
1620,42,Other,Europe,57077,26.52,10,Low Impact,Moderate Growth,No Change,Likely
1621,29,Other,Australia,59322,19.78,16,High Impact,Significant Growth,Decreased Competition,Likely
1622,55,Male,Asia,152206,2.21,4,Low Impact,Significant Growth,Decreased Competition,Likely
1623,60,Male,Australia,149110,25.64,0,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
1624,61,Male,Asia,94444,5.61,3,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
1625,59,Other,Asia,55166,19.25,11,High Impact,Moderate Growth,Increased Competition,Unlikely
1626,55,Male,North America,83118,9.45,10,Moderate Impact,No Growth,No Change,Unlikely
1627,54,Male,North America,32620,25.42,3,Moderate Impact,Significant Growth,No Change,Highly Likely
1628,40,Female,Australia,33811,23.16,17,No Impact,Moderate Growth,Increased Competition,Unlikely
1629,42,Male,Australia,139834,5.01,7,Low Impact,Negative Impact,Increased Competition,Highly Likely
1630,41,Female,South America,87244,18.14,16,Low Impact,Significant Growth,No Change,Highly Unlikely
1631,46,Male,North America,156996,7.73,9,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
1632,28,Male,Australia,161288,22.83,9,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
1633,54,Female,Europe,179127,8.3,7,Low Impact,Negative Impact,Decreased Competition,Highly Likely
1634,44,Female,Asia,39428,19.72,14,Low Impact,No Growth,Decreased Competition,Highly Unlikely
1635,38,Female,Europe,141786,17.11,3,Low Impact,Moderate Growth,No Change,Highly Likely
1636,65,Female,Europe,170640,6.78,7,Moderate Impact,No Growth,Decreased Competition,Unlikely
1637,20,Female,Europe,66669,9.53,12,No Impact,Moderate Growth,Increased Competition,Likely
1638,53,Other,South America,94447,6.23,13,Low Impact,Significant Growth,Increased Competition,Unlikely
1639,67,Female,North America,34395,19.5,17,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
1640,20,Other,North America,195300,23.94,19,No Impact,Negative Impact,No Change,Highly Unlikely
1641,22,Male,South America,60920,11.44,19,Low Impact,No Growth,Decreased Competition,Highly Unlikely
1642,67,Male,Asia,125947,12.56,19,Moderate Impact,Moderate Growth,No Change,Unlikely
1643,51,Other,Europe,134549,7.31,9,No Impact,Significant Growth,Increased Competition,Highly Unlikely
1644,58,Other,North America,141349,13.37,13,Low Impact,Moderate Growth,Increased Competition,Unlikely
1645,50,Male,Australia,161662,22.43,19,Moderate Impact,No Growth,Increased Competition,Likely
1646,64,Male,Australia,109921,21.56,9,High Impact,Moderate Growth,Increased Competition,Highly Likely
1647,43,Male,Europe,130806,7.67,3,No Impact,No Growth,Increased Competition,Highly Unlikely
1648,33,Male,Europe,143974,8.59,12,No Impact,No Growth,No Change,Unlikely
1649,46,Male,South America,46442,2.02,1,Low Impact,Moderate Growth,No Change,Likely
1650,23,Male,North America,111231,2.67,19,Low Impact,No Growth,Increased Competition,Highly Unlikely
1651,45,Female,Europe,179097,29.47,1,Low Impact,No Growth,Decreased Competition,Unlikely
1652,60,Male,Asia,33149,14.25,7,No Impact,No Growth,Increased Competition,Highly Unlikely
1653,53,Male,Asia,31629,9.37,15,High Impact,Moderate Growth,Decreased Competition,Likely
1654,29,Female,South America,37070,4.79,16,High Impact,Negative Impact,Decreased Competition,Likely
1655,48,Other,Europe,161110,4.52,0,Low Impact,Negative Impact,No Change,Likely
1656,67,Male,Europe,133539,22.0,2,High Impact,Negative Impact,No Change,Unlikely
1657,42,Other,South America,159800,28.9,12,Moderate Impact,Moderate Growth,No Change,Unlikely
1658,61,Other,North America,193987,5.74,18,Low Impact,Moderate Growth,Increased Competition,Highly Likely
1659,61,Other,Europe,60721,3.12,13,Moderate Impact,Significant Growth,No Change,Highly Unlikely
1660,20,Male,South America,164569,5.23,17,High Impact,Significant Growth,Increased Competition,Unlikely
1661,68,Other,South America,102887,3.75,13,No Impact,Negative Impact,Increased Competition,Highly Likely
1662,35,Female,Australia,183669,16.93,0,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
1663,65,Male,Asia,133637,24.21,18,No Impact,No Growth,Decreased Competition,Highly Likely
1664,57,Other,South America,55135,8.76,12,High Impact,Moderate Growth,Decreased Competition,Highly Likely
1665,25,Other,Europe,189533,6.16,8,High Impact,Negative Impact,Increased Competition,Highly Unlikely
1666,55,Male,Europe,175828,16.02,0,High Impact,No Growth,Increased Competition,Highly Unlikely
1667,27,Other,Australia,64611,1.26,19,No Impact,No Growth,Increased Competition,Highly Unlikely
1668,28,Female,Europe,146966,20.08,0,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
1669,23,Male,North America,167743,22.32,19,Low Impact,Negative Impact,Increased Competition,Unlikely
1670,25,Male,North America,157366,14.77,3,No Impact,Negative Impact,Increased Competition,Highly Unlikely
